,mass flow (kg/s),mole flow (kmol/s),mole percent CO2 (%),mole percent H2O (%),mole percent N2 (%),mole percent O2 (%),pressure (bar),temperature (K),volumetric flow (m**3/s)
g23,1113.1740048646964,39.35730047153509,4.0136936210805905,8.630816486855734,75.02842213527907,12.327067756784608,1.0464946369848496,550.717595346073,1722.0725050736212
g24,1113.1740048646964,39.35730047153509,4.0136936210805905,8.630816486855734,75.02842213527907,12.327067756784608,1.0464946369848496,522.7822872235777,1634.7198828856942
g25,1113.1740048646964,39.35730047153509,4.0136936210805905,8.630816486855734,75.02842213527907,12.327067756784608,1.0115336788768345,518.8355316360581,1678.4517094927419
g26,1113.1740048646964,39.35730047153509,4.0136936210805905,8.630816486855734,75.02842213527907,12.327067756784608,1.0113506196604183,516.9142453368846,1672.5389614555131
g27,1113.1740048646964,39.35730047153509,4.0136936210805905,8.630816486855734,75.02842213527907,12.327067756784608,1.010181334184424,513.806078912855,1664.4064346536884
g28,1113.1740048646964,39.35730047153509,4.0136936210805905,8.630816486855734,75.02842213527907,12.327067756784608,1.01,480.8121728192663,1557.8067019861421
g29,1113.1740048646964,39.35730047153509,4.0136936210805905,8.630816486855734,75.02842213527907,12.327067756784608,1.01,413.52941829103304,1339.8140390350547
g30,1113.1740048646964,39.35730047153509,4.0136936210805905,8.630816486855734,75.02842213527907,12.327067756784608,1.01,387.0666514407071,1254.0760359582684
hp01,134.55265070815278,7.468812049210301,,100.0,,,244.00000000000003,439.77168614418406,0.14708582685129884
hp02,134.55265070815278,7.468812049210301,,100.0,,,243.91268919460944,507.40428459634313,0.16000791801962508
hp03,134.55265070815278,7.468812049210301,,100.0,,,243.82922382793305,511.21900489057407,0.16093614695911776
hp04,134.55265070815278,7.468812049210301,,100.0,,,243.74717461694942,532.1802222450599,0.16656720586305507
hp05,134.55265070815278,7.468812049210301,,100.0,,,243.66778525582257,547.1951232564135,0.17128091182860897
hp06,134.55265070815278,7.468812049210301,,100.0,,,243.59045984919203,559.8210311205515,0.17581688551155855
hp06b,134.55265070815278,7.468812049210301,,100.0,,,173.590459849192,559.3317956986741,0.1779501052634283
hp07,134.55265070815278,7.468812049210301,,100.0,,,173.590459849192,627.2415196971301,1.0859434758539634
hp08,134.55265070815278,7.468812049210301,,100.0,,,173.4207108107916,658.5905761135056,1.5632148728576676
hp09,134.55265070815278,7.468812049210301,,100.0,,,173.18280741729558,735.8696298569129,2.1532762208106395
hp10,134.55265070815278,7.468812049210301,,100.0,,,172.8497624717846,797.652696583277,2.504588641572123
hp11,134.55265070815278,7.468812049210301,,100.0,,,172.45564969165324,859.5175621108476,2.817233457007115
ip01,35.92277251385113,1.994018213542598,,100.0,,,43.85,436.1254520974599,0.03961655002926076
ip02,35.92277251385113,1.994018213542598,,100.0,,,43.43032778206701,460.197246224277,0.04074963868839677
ip03,19.42703537549069,1.0783650498838366,,100.0,,,43.43032778206701,460.197246224277,0.022037404602684968
ip04,16.495737138360436,0.9156531636587608,,100.0,,,43.43032778206701,460.197246224277,0.018712234085711796
ip05,19.42703537549069,1.0783650498838366,,100.0,,,42.43281224594584,514.3170079206285,0.023907323009634506
ip06,19.42703537549069,1.0783650498838366,,100.0,,,42.43281224594584,527.4354277663332,0.9114689101592102
ip07,19.42703537549069,1.0783650498838366,,100.0,,,42.26432313893721,559.9971958796921,1.032297189479209
ip08,153.18582544446537,8.503111108003797,,100.0,,,24.00135346753869,578.3211012074818,16.016766266724986
ip09,153.18582544446537,8.503111108003797,,100.0,,,22.992808951741996,705.6845431887461,21.14788913147813
ip10,153.18582544446537,8.503111108003797,,100.0,,,19.520691685068186,857.7119925922294,30.760171763299066
ip11,134.55265070815278,7.468812049210301,,100.0,,,24.00135346753869,585.0649232898572,14.276257190178399
ip12,0.09956896152403305,0.005526920916415623,,100.0,,,24.00135346753869,585.0649232898572,0.010564430320732015
ip13,0.6574242513600421,0.036492615672441955,,100.0,,,24.00135346753869,585.0649232898572,0.06975379263121247
ip14,0.03686742629403387,0.002046454501483623,,100.0,,,24.00135346753869,585.0649232898572,0.003911694470108882
ip15,133.75879006897466,7.42474605811996,,100.0,,,24.00135346753869,585.0649232898572,14.192027272756345
lp01,136.7681176025716,7.591789231365951,,100.0,,,6.550000000000001,353.06884621222315,0.14069504884795672
lp02,136.7681176025716,7.591789231365951,,100.0,,,6.550000000000001,407.5222726982521,0.14686244230615833
lp03,16.495737138360436,0.9156531636587608,,100.0,,,43.43032778206701,325.6752266065528,0.016684026118344485
lp04,153.263854740932,8.50744239502471,,100.0,,,6.550000000000001,398.89093783760893,0.16328580861772357
lp05,153.263854740932,8.50744239502471,,100.0,,,6.550000000000001,435.4346835656702,8.063613518420675
lp06,170.4754232220039,9.462830262752899,,100.0,,,6.550000000000001,435.4346835656702,0.1883281055460227
lp08,35.92277251385113,1.994018213542598,,100.0,,,6.550000000000001,435.4346835656702,0.03968470977006556
lp09,134.55265070815278,7.468812049210301,,100.0,,,6.550000000000001,435.4346835656702,0.14864339577595714
lp10,38.64213603559215,2.1449659275450217,,100.0,,,6.550000000000001,435.4346835656704,11.224668176406304
lp11,38.64213603559215,2.1449659275450217,,100.0,,,6.550000000000001,557.0014244510196,14.893932875121244
lp12,55.853704516664024,3.1003537952732105,,100.0,,,6.000000000000001,431.97647726522246,3.741743054575296
lp13,209.11755925759607,11.607796190297922,,100.0,,,6.550000000000001,435.4346835656702,11.412996281952342
